"","hari_ke","tanggal","tanah_laut","kotabaru","banjar","barito_kuala","tapin","hss","hst","hsu","tabalong","tanah_bumbu","balangan","banjarmasin","banjarbaru"
"42",42,2020-05-02,12,1,8,33,3,4,3,0,4,12,1,41,23
"43",43,2020-05-03,12,1,9,33,9,3,3,0,4,20,1,37,22
"44",44,2020-05-04,12,1,9,35,9,3,3,0,4,21,1,36,22
"45",45,2020-05-05,11,1,12,36,10,3,3,0,4,29,1,43,22
"46",46,2020-05-06,11,1,12,36,10,3,3,0,4,29,1,48,22
"47",47,2020-05-07,13,2,11,36,10,2,1,2,4,34,1,53,21
"48",48,2020-05-08,13,1,12,36,10,2,1,2,4,34,1,52,21
"49",49,2020-05-09,13,1,13,37,10,2,1,2,4,37,1,54,21
"50",50,2020-05-10,14,1,15,37,11,1,1,2,4,37,1,57,21
"51",51,2020-05-11,14,1,15,37,11,1,1,2,4,37,1,54,21
